municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Algete;2020/06/16 07:00:00;;4,85;6;29,11;135;654,99;91
Soto del Real;2020/06/16 07:00:00;;0;;11,36;76;863,73;1441
Valverde de Alcalá;2020/06/16 07:00:00;;0;;0;8;1720,43;1662
Valdeolmos-Alalpardo;2020/06/16 07:00:00;;0;;0;11;265,96;1625
Valdeavero;2020/06/16 07:00:00;;0;;0;10;643,5;1564
Villamanrique de Tajo;2020/06/16 07:00:00;;0;;0;;568,99;1739
Valdilecha;2020/06/16 07:00:00;;0;;34,09;20;681,9;1659
Pezuela de las Torres;2020/06/16 07:00:00;;0;;0;;237,53;1111
Alpedrete;2020/06/16 07:00:00;;0;;6,86;149;1022,3;105
Villar del Olmo;2020/06/16 07:00:00;;99,45;;149,18;7;348,09;1795
San Martín de Valdeiglesias;2020/06/16 07:00:00;;0;;11,82;100;1182,17;1338
Torrelodones;2020/06/16 07:00:00;;0;;21,08;360;1517,9;1527
Torrejón de Velasco;2020/06/16 07:00:00;;0;;22,82;23;524,87;1505
Ambite;2020/06/16 07:00:00;;0;;0;7;1182,43;112
Villanueva de Perales;2020/06/16 07:00:00;;0;;0;;319,9;1782
Tielmes;2020/06/16 07:00:00;;0;;0;36;1358,49;1467
San Sebastián de los Reyes;2020/06/16 07:00:00;;4,48;25;28;623;697,84;1343
Torrejón de la Calzada;2020/06/16 07:00:00;;0;;0;41;462,13;1492
Zarzalejo;2020/06/16 07:00:00;;0;;0;43;2593,49;1837
Anchuelo;2020/06/16 07:00:00;;0;;0;8;629,43;127
Valdelaguna;2020/06/16 07:00:00;;0;;0;;106,72;1570
Valdepiélagos;2020/06/16 07:00:00;;0;;0;;0;1631
Aranjuez;2020/06/16 07:00:00;;5,03;8;13,42;476;798,56;133
Paracuellos de Jarama;2020/06/16 07:00:00;;3,96;;15,83;81;320,55;1049
El Vellón;2020/06/16 07:00:00;;0;;0;14;715,02;1684
Villavieja del Lozoya;2020/06/16 07:00:00;;0;;0;;0;1821
Prádena del Rincón;2020/06/16 07:00:00;;0;;0;;0;1179
Sevilla la Nueva;2020/06/16 07:00:00;;21,46;;42,93;154;1652,72;1415
Redueña;2020/06/16 07:00:00;;0;;0;;769,23;1219
Robledillo de la Jara;2020/06/16 07:00:00;;0;;0;;1250;1245
La Serna del Monte;2020/06/16 07:00:00;;0;;0;;0;1381
Arganda del Rey;2020/06/16 07:00:00;;1,81;;9,03;374;675,22;148
Rozas de Puerto Real;2020/06/16 07:00:00;;0;;0;;943,4;1283
Valdemanco;2020/06/16 07:00:00;;0;;0;;218,82;1586
Arroyomolinos;2020/06/16 07:00:00;;6,37;;12,74;197;627,47;151
Titulcia;2020/06/16 07:00:00;;0;;0;9;685,45;1473
Villa del Prado;2020/06/16 07:00:00;;15,34;;30,67;135;2070,55;1718
Lozoyuela-Navas-Sieteiglesias;2020/06/16 07:00:00;;0;;0;;230,95;9015
Quijorna;2020/06/16 07:00:00;;0;;0;34;988,66;1198
Valdemoro;2020/06/16 07:00:00;9;11,84;19;25,01;881;1159,47;1610
Tres Cantos;2020/06/16 07:00:00;;0;;10,48;455;953,44;9036
Torrelaguna;2020/06/16 07:00:00;;0;;0;26;546,22;1512
Rivas-Vaciamadrid;2020/06/16 07:00:00;;4,54;15;17,02;613;695,41;1230
Pedrezuela;2020/06/16 07:00:00;;16,97;;50,92;36;611;1087
Santa María de la Alameda;2020/06/16 07:00:00;;0;;0;7;558,21;1356
El Atazar;2020/06/16 07:00:00;;0;;0;;0;164
Villarejo de Salvanés;2020/06/16 07:00:00;;13,63;;40,9;42;572,6;1809
Serranillos del Valle;2020/06/16 07:00:00;;0;;0;39;936,37;1408
Villaviciosa de Odón;2020/06/16 07:00:00;;0;;7,19;231;829,89;1816
Batres;2020/06/16 07:00:00;;0;;0;10;593,82;170
Robledo de Chavela;2020/06/16 07:00:00;;0;;23,42;30;702,58;1258
Patones;2020/06/16 07:00:00;;0;;0;15;2772,64;1071
Rascafría;2020/06/16 07:00:00;;0;;0;6;360,58;1202
San Fernando de Henares;2020/06/16 07:00:00;;7,61;;12,68;444;1125,99;1300
Villalbilla;2020/06/16 07:00:00;;0;;0;94;677,33;1723
Torrejón de Ardoz;2020/06/16 07:00:00;8;6,09;46;35,01;1119;851,75;1489
Becerril de la Sierra;2020/06/16 07:00:00;;0;;0;35;612,53;186
Piñuécar-Gandullas;2020/06/16 07:00:00;;0;;0;;0;1147
Torres de la Alameda;2020/06/16 07:00:00;;12,86;9;115,7;89;1144,11;1548
Somosierra;2020/06/16 07:00:00;;0;;0;;2325,58;1436
Orusco de Tajuña;2020/06/16 07:00:00;;0;;0;24;1929,26;1028
Ribatejada;2020/06/16 07:00:00;;0;;0;;255,43;1224
Villaconejos;2020/06/16 07:00:00;;0;;0;9;265,64;1701
Valdetorres de Jarama;2020/06/16 07:00:00;;0;;0;18;400,27;1646
Belmonte de Tajo;2020/06/16 07:00:00;;0;;0;;300,48;199
Berzosa del Lozoya;2020/06/16 07:00:00;;0;;0;;975,61;203
El Berrueco;2020/06/16 07:00:00;;0;;0;8;1052,63;210
Boadilla del Monte;2020/06/16 07:00:00;;0;;9,16;396;725,67;225
El Boalo;2020/06/16 07:00:00;;0;;13,32;47;626;231
Braojos;2020/06/16 07:00:00;;0;;0;;975,61;246
Brea de Tajo;2020/06/16 07:00:00;;381,68;;381,68;8;1526,72;259
Brunete;2020/06/16 07:00:00;;0;;9,31;118;1099,11;262
Buitrago del Lozoya;2020/06/16 07:00:00;;0;;0;16;849,26;278
Bustarviejo;2020/06/16 07:00:00;;0;;39,95;11;439,47;284
Cabanillas de la Sierra;2020/06/16 07:00:00;;0;;0;10;1322,75;297
La Cabrera;2020/06/16 07:00:00;;0;;0;12;449,94;301
Cadalso de los Vidrios;2020/06/16 07:00:00;;0;;0;15;493,58;318
Camarma de Esteruelas;2020/06/16 07:00:00;;13,63;;27,26;46;627,04;323
Campo Real;2020/06/16 07:00:00;;0;;32,21;31;499,19;339
Canencia;2020/06/16 07:00:00;;0;;0;;671,14;344
Carabaña;2020/06/16 07:00:00;;0;;0;14;696,52;357
Casarrubuelos;2020/06/16 07:00:00;;0;;0;11;291,16;360
Cenicientos;2020/06/16 07:00:00;;0;;0;34;1672,41;376
Cercedilla;2020/06/16 07:00:00;;0;;14,23;124;1764,87;382
Cervera de Buitrago;2020/06/16 07:00:00;;0;;0;;2000;395
Ciempozuelos;2020/06/16 07:00:00;;8,13;12;48,8;277;1126,38;409
Cobeña;2020/06/16 07:00:00;;0;;26,93;88;1184,71;416
Colmenar del Arroyo;2020/06/16 07:00:00;;0;;0;53;3072,46;421
Colmenar de Oreja;2020/06/16 07:00:00;;0;;0;28;348,61;437
Colmenarejo;2020/06/16 07:00:00;;0;;0;50;547,65;442
Colmenar Viejo;2020/06/16 07:00:00;9;17,73;14;27,59;503;991,09;455
Collado Mediano;2020/06/16 07:00:00;;0;;0;33;474,27;468
Collado Villalba;2020/06/16 07:00:00;;6,28;18;28,27;566;888,83;474
Corpa;2020/06/16 07:00:00;;0;;0;6;841,51;480
Coslada;2020/06/16 07:00:00;;3,67;17;20,82;868;1062,93;493
Cubas de la Sagra;2020/06/16 07:00:00;;15,59;;62,37;34;530,17;506
Chapinería;2020/06/16 07:00:00;;0;;0;8;343,64;513
Chinchón;2020/06/16 07:00:00;;0;;18,76;31;581,5;528
Daganzo de Arriba;2020/06/16 07:00:00;;0;;9,8;46;450,76;534
El Escorial;2020/06/16 07:00:00;;0;;12,37;146;903,35;549
Estremera;2020/06/16 07:00:00;;0;;0;10;793,65;552
Fresnedillas de la Oliva;2020/06/16 07:00:00;;0;;0;9;572,52;565
Fresno de Torote;2020/06/16 07:00:00;;0;;0;14;630,35;571
Fuenlabrada;2020/06/16 07:00:00;11;5,68;32;16,52;1682;868,35;587
Fuente el Saz de Jarama;2020/06/16 07:00:00;;0;;0;40;597,37;590
Fuentidueña de Tajo;2020/06/16 07:00:00;;0;;0;19;925,47;604
Galapagar;2020/06/16 07:00:00;;0;;8,89;295;874,28;611
Garganta de los Montes;2020/06/16 07:00:00;;0;;0;;288,18;626
Gargantilla del Lozoya y Pinilla de Buitrago;2020/06/16 07:00:00;;0;;0;;949,37;632
Gascones;2020/06/16 07:00:00;;0;;0;;0;647
Getafe;2020/06/16 07:00:00;12;6,54;81;44,17;1569;855,63;650
Griñón;2020/06/16 07:00:00;;9,69;;29,07;112;1085,38;663
Guadalix de la Sierra;2020/06/16 07:00:00;;0;;0;53;852,91;679
Guadarrama;2020/06/16 07:00:00;;6,24;;18,71;234;1459,58;685
La Hiruela;2020/06/16 07:00:00;;0;;0;;3508,77;698
Horcajo de la Sierra-Aoslos;2020/06/16 07:00:00;;0;;689,66;;2758,62;702
Horcajuelo de la Sierra;2020/06/16 07:00:00;;0;;0;;0;719
Hoyo de Manzanares;2020/06/16 07:00:00;;11,86;;23,71;44;521,7;724
Humanes de Madrid;2020/06/16 07:00:00;;0;6;30,39;138;698,98;730
Leganés;2020/06/16 07:00:00;22;11,59;98;51,62;3322;1749,7;745
Loeches;2020/06/16 07:00:00;;11,38;;22,75;52;591,51;758
Lozoya;2020/06/16 07:00:00;;0;;0;;172,12;761
Madarcos;2020/06/16 07:00:00;;0;;0;;0;783
Majadahonda;2020/06/16 07:00:00;;2,78;11;15,31;628;874,34;800
Manzanares El Real;2020/06/16 07:00:00;;11,31;;33,94;48;542,99;822
Meco;2020/06/16 07:00:00;;6,99;;6,99;145;1013,63;838
Mejorada del Campo;2020/06/16 07:00:00;;0;;0;193;829,25;843
Miraflores de la Sierra;2020/06/16 07:00:00;;0;;0;39;638,51;856
El Molar;2020/06/16 07:00:00;;0;;11,19;41;458,72;869
Los Molinos;2020/06/16 07:00:00;;0;;45,57;55;1253,13;875
Montejo de la Sierra;2020/06/16 07:00:00;;0;;0;;283,29;881
Moraleja de Enmedio;2020/06/16 07:00:00;;0;;19,47;30;584,11;894
Moralzarzal;2020/06/16 07:00:00;;7,68;;15,35;80;614,16;908
Morata de Tajuña;2020/06/16 07:00:00;;26,03;13;169,2;111;1444,75;915
Móstoles;2020/06/16 07:00:00;19;9,08;52;24,86;2306;1102,38;920
Navacerrada;2020/06/16 07:00:00;;0;;0;19;639,3;936
Navalafuente;2020/06/16 07:00:00;;0;;0;8;552,1;941
Navalagamella;2020/06/16 07:00:00;;0;;0;8;306,51;954
Navalcarnero;2020/06/16 07:00:00;;10,24;;17,07;223;761,14;967
Navarredonda y San Mamés;2020/06/16 07:00:00;;0;;0;;775,19;973
Navas del Rey;2020/06/16 07:00:00;;0;;34,27;82;2810,14;992
Madrid-Centro;2020/06/16 07:00:00;25;18,54;41;30,4;1257;932,16;79601
Madrid-Arganzuela;2020/06/16 07:00:00;11;7,15;28;18,21;1750;1137,82;79602
Madrid-Retiro;2020/06/16 07:00:00;19;15,92;57;47,77;1660;1391,25;79603
Madrid-Salamanca;2020/06/16 07:00:00;;1,37;16;10,95;1757;1202,57;79604
Madrid-Chamartín;2020/06/16 07:00:00;6;4,11;24;16,46;1795;1230,72;79605
Madrid-Tetuán;2020/06/16 07:00:00;6;3,8;26;16,45;2226;1408,66;79606
Madrid-Chamberí;2020/06/16 07:00:00;14;10,04;38;27,26;1725;1237,63;79607
Madrid-Fuencarral-El Pardo;2020/06/16 07:00:00;19;7,73;62;25,21;3275;1331,63;79608
Madrid-Moncloa-Aravaca;2020/06/16 07:00:00;6;5,02;29;24,28;1549;1297,11;79609
Madrid-Latina;2020/06/16 07:00:00;21;8,82;63;26,45;3018;1266,91;79610
Madrid-Carabanchel;2020/06/16 07:00:00;17;6,72;52;20,55;2910;1149,75;79611
Madrid-Usera;2020/06/16 07:00:00;11;7,87;24;17,17;1482;1060,53;79612
Madrid-Puente de Vallecas;2020/06/16 07:00:00;19;8,09;77;32,79;3279;1396,17;79613
Madrid-Moratalaz;2020/06/16 07:00:00;13;13,75;71;75,08;1489;1574,5;79614
Madrid-Ciudad Lineal;2020/06/16 07:00:00;8;3,7;48;22,19;2394;1106,88;79615
Madrid-Hortaleza;2020/06/16 07:00:00;8;4,25;30;15,94;1882;1000,07;79616
Madrid-Villaverde;2020/06/16 07:00:00;19;12,76;53;35,58;1541;1034,6;79617
Madrid-Villa de Vallecas;2020/06/16 07:00:00;9;8,15;27;24,46;1295;1173,38;79618
Madrid-Vicálvaro;2020/06/16 07:00:00;;6,94;23;31,9;905;1255,36;79619
Madrid-San Blas - Canillejas;2020/06/16 07:00:00;12;7,59;38;24,03;1570;992,78;79620
Madrid-Barajas;2020/06/16 07:00:00;;6,13;9;18,39;460;939,83;79621
La Acebeda;2020/06/09 07:00:00;;0;;0;;0;14
Pozuelo de Alarcón;2020/06/09 07:00:00;6;6,94;16;18,51;856;990,49;1150
San Agustín del Guadalix;2020/06/09 07:00:00;;14,95;7;52,32;85;635,32;1296
Las Rozas de Madrid;2020/06/09 07:00:00;;0;6;6,26;858;895,49;1277
Valdaracete;2020/06/09 07:00:00;;0;;0;7;1149,43;1551
Pozuelo del Rey;2020/06/09 07:00:00;;0;;87,18;;261,55;1163
Ajalvir;2020/06/09 07:00:00;;0;;0;35;742,78;29
Puebla de la Sierra;2020/06/09 07:00:00;;0;;0;;0;1185
Perales de Tajuña;2020/06/09 07:00:00;;0;;0;11;374,79;1104
Valdemorillo;2020/06/09 07:00:00;;0;;7,99;52;415,4;1603
Velilla de San Antonio;2020/06/09 07:00:00;;0;;0;77;629,29;1678
Villanueva de la Cañada;2020/06/09 07:00:00;;9,33;7;32,64;173;806,71;1760
Alameda del Valle;2020/06/09 07:00:00;;0;;0;;0;35
Villanueva del Pardillo;2020/06/09 07:00:00;;0;;5,82;112;651,92;1776
Nuevo Baztán;2020/06/09 07:00:00;;15,93;;47,8;33;525,81;1006
Villamantilla;2020/06/09 07:00:00;;0;;0;8;555,17;1757
Villamanta;2020/06/09 07:00:00;;0;;0;16;626,22;1744
El Álamo;2020/06/09 07:00:00;;21,12;;42,24;104;1098,2;40
Puentes Viejas;2020/06/09 07:00:00;;0;;0;;294,55;9020
Santorcaz;2020/06/09 07:00:00;;0;;0;7;790,07;1369
Robregordo;2020/06/09 07:00:00;;0;;0;;0;1261
Venturada;2020/06/09 07:00:00;;0;;0;;138,7;1697
Alcalá de Henares;2020/06/09 07:00:00;7;3,58;32;16,36;2489;1272,18;53
Pinilla del Valle;2020/06/09 07:00:00;;0;;0;;0;1126
Valdemaqueda;2020/06/09 07:00:00;;0;;0;;640,2;1599
Olmeda de las Fuentes;2020/06/09 07:00:00;;0;;0;;862,07;1013
Pinto;2020/06/09 07:00:00;;5,71;24;45,69;328;624,45;1132
Los Santos de la Humosa;2020/06/09 07:00:00;;0;;38,61;21;810,81;1375
Alcobendas;2020/06/09 07:00:00;;0,85;16;13,67;884;755,3;66
Pelayos de la Presa;2020/06/09 07:00:00;;0;;0;19;731,9;1090
Alcorcón;2020/06/09 07:00:00;;2,35;25;14,66;1943;1139,5;72
Talamanca de Jarama;2020/06/09 07:00:00;;0;;0;65;1685,25;1454
San Lorenzo de El Escorial;2020/06/09 07:00:00;;5,44;;10,89;149;811,15;1317
San Martín de la Vega;2020/06/09 07:00:00;;0;;10,43;102;532,08;1322
Parla;2020/06/09 07:00:00;;3,07;31;23,82;816;627,09;1065
Aldea del Fresno;2020/06/09 07:00:00;;0;;35,24;61;2149,4;88
Torremocha de Jarama;2020/06/09 07:00:00;;98,14;8;785,08;16;1570,17;1533
Algete;2020/06/09 07:00:00;;19,41;11;53,37;134;650,14;91
Soto del Real;2020/06/09 07:00:00;;11,36;;22,73;76;863,73;1441
Valverde de Alcalá;2020/06/09 07:00:00;;0;;0;8;1720,43;1662
Valdeolmos-Alalpardo;2020/06/09 07:00:00;;0;;0;11;265,96;1625
Valdeavero;2020/06/09 07:00:00;;0;;0;10;643,5;1564
Villamanrique de Tajo;2020/06/09 07:00:00;;0;;0;;568,99;1739
Valdilecha;2020/06/09 07:00:00;;0;;0;19;647,8;1659
Pezuela de las Torres;2020/06/09 07:00:00;;0;;0;;237,53;1111
Alpedrete;2020/06/09 07:00:00;;0;;20,58;149;1022,3;105
Villar del Olmo;2020/06/09 07:00:00;;0;;0;;198,91;1795
San Martín de Valdeiglesias;2020/06/09 07:00:00;;11,82;;35,47;100;1182,17;1338
Torrelodones;2020/06/09 07:00:00;;0;;16,87;359;1513,68;1527
Torrejón de Velasco;2020/06/09 07:00:00;;0;;45,64;22;502,05;1505
Ambite;2020/06/09 07:00:00;;0;;0;7;1182,43;112
Villanueva de Perales;2020/06/09 07:00:00;;0;;0;;319,9;1782
Tielmes;2020/06/09 07:00:00;;0;;37,74;36;1358,49;1467
San Sebastián de los Reyes;2020/06/09 07:00:00;7;7,84;21;23,52;608;681,03;1343
Torrejón de la Calzada;2020/06/09 07:00:00;;11,27;;11,27;41;462,13;1492
Zarzalejo;2020/06/09 07:00:00;;0;;0;43;2593,49;1837
Anchuelo;2020/06/09 07:00:00;;0;;0;8;629,43;127
Valdelaguna;2020/06/09 07:00:00;;0;;0;;106,72;1570
Valdepiélagos;2020/06/09 07:00:00;;0;;0;;0;1631
Aranjuez;2020/06/09 07:00:00;;5,03;;8,39;472;791,85;133
Paracuellos de Jarama;2020/06/09 07:00:00;;0;;7,91;79;312,64;1049
El Vellón;2020/06/09 07:00:00;;0;;0;14;715,02;1684
Villavieja del Lozoya;2020/06/09 07:00:00;;0;;0;;0;1821
Prádena del Rincón;2020/06/09 07:00:00;;0;;0;;0;1179
Sevilla la Nueva;2020/06/09 07:00:00;;32,2;9;96,59;154;1652,72;1415
Redueña;2020/06/09 07:00:00;;0;;0;;769,23;1219
Robledillo de la Jara;2020/06/09 07:00:00;;0;;0;;1250;1245
La Serna del Monte;2020/06/09 07:00:00;;0;;0;;0;1381
Arganda del Rey;2020/06/09 07:00:00;;0;;7,22;370;668;148
Rozas de Puerto Real;2020/06/09 07:00:00;;377,36;;377,36;;943,4;1283
Valdemanco;2020/06/09 07:00:00;;0;;0;;218,82;1586
Arroyomolinos;2020/06/09 07:00:00;;9,56;9;28,67;197;627,47;151
Titulcia;2020/06/09 07:00:00;;0;;0;9;685,45;1473
Villa del Prado;2020/06/09 07:00:00;;15,34;;76,69;135;2070,55;1718
Lozoyuela-Navas-Sieteiglesias;2020/06/09 07:00:00;;0;;0;;230,95;9015
Quijorna;2020/06/09 07:00:00;;0;;0;34;988,66;1198
Valdemoro;2020/06/09 07:00:00;;6,58;14;18,43;870;1144,99;1610
Tres Cantos;2020/06/09 07:00:00;;0;7;14,67;453;949,25;9036
Torrelaguna;2020/06/09 07:00:00;;0;;63,03;26;546,22;1512
Rivas-Vaciamadrid;2020/06/09 07:00:00;;4,54;14;15,88;608;689,73;1230
Pedrezuela;2020/06/09 07:00:00;;33,94;;67,89;36;611;1087
Santa María de la Alameda;2020/06/09 07:00:00;;0;;0;7;558,21;1356
El Atazar;2020/06/09 07:00:00;;0;;0;;0;164
Villarejo de Salvanés;2020/06/09 07:00:00;;0;;13,63;39;531,7;1809
Serranillos del Valle;2020/06/09 07:00:00;;0;;72,03;39;936,37;1408
Villaviciosa de Odón;2020/06/09 07:00:00;;3,59;;17,96;229;822,71;1816
Batres;2020/06/09 07:00:00;;0;;118,76;10;593,82;170
Robledo de Chavela;2020/06/09 07:00:00;;0;;46,84;29;679,16;1258
Patones;2020/06/09 07:00:00;;0;;554,53;15;2772,64;1071
Rascafría;2020/06/09 07:00:00;;0;;0;6;360,58;1202
San Fernando de Henares;2020/06/09 07:00:00;;10,14;7;17,75;442;1120,92;1300
Villalbilla;2020/06/09 07:00:00;;0;;0;94;677,33;1723
Torrejón de Ardoz;2020/06/09 07:00:00;10;7,61;61;46,43;1106;841,86;1489
Becerril de la Sierra;2020/06/09 07:00:00;;0;;35;35;612,53;186
Piñuécar-Gandullas;2020/06/09 07:00:00;;0;;0;;0;1147
Torres de la Alameda;2020/06/09 07:00:00;;0;;0;80;1028,41;1548
Somosierra;2020/06/09 07:00:00;;0;;0;;2325,58;1436
Orusco de Tajuña;2020/06/09 07:00:00;;0;7;562,7;24;1929,26;1028
Ribatejada;2020/06/09 07:00:00;;0;;0;;255,43;1224
Villaconejos;2020/06/09 07:00:00;;0;;0;9;265,64;1701
Belmonte de Tajo;2020/06/09 07:00:00;;0;;0;;300,48;199
Valdetorres de Jarama;2020/06/09 07:00:00;;0;;0;18;400,27;1646
Berzosa del Lozoya;2020/06/09 07:00:00;;0;;0;;975,61;203
El Berrueco;2020/06/09 07:00:00;;0;;0;8;1052,63;210
Boadilla del Monte;2020/06/09 07:00:00;;3,67;7;12,83;395;723,84;225
El Boalo;2020/06/09 07:00:00;;0;;0;46;612,68;231
Braojos;2020/06/09 07:00:00;;0;;0;;975,61;246
Brea de Tajo;2020/06/09 07:00:00;;190,84;;190,84;7;1335,88;259
Brunete;2020/06/09 07:00:00;;0;;0;117;1089,79;262
Buitrago del Lozoya;2020/06/09 07:00:00;;0;;0;16;849,26;278
Bustarviejo;2020/06/09 07:00:00;;0;;39,95;11;439,47;284
Cabanillas de la Sierra;2020/06/09 07:00:00;;0;;0;10;1322,75;297
La Cabrera;2020/06/09 07:00:00;;0;;0;12;449,94;301
Cadalso de los Vidrios;2020/06/09 07:00:00;;98,72;;131,62;15;493,58;318
Camarma de Esteruelas;2020/06/09 07:00:00;;0;;27,26;45;613,41;323
Campo Real;2020/06/09 07:00:00;;0;;32,21;30;483,09;339
Canencia;2020/06/09 07:00:00;;0;;0;;671,14;344
Carabaña;2020/06/09 07:00:00;;0;;0;14;696,52;357
Casarrubuelos;2020/06/09 07:00:00;;0;;0;11;291,16;360
Cenicientos;2020/06/09 07:00:00;;49,19;;49,19;34;1672,41;376
Cercedilla;2020/06/09 07:00:00;;14,23;;14,23;123;1750,64;382
Cervera de Buitrago;2020/06/09 07:00:00;;0;;0;;2000;395
Ciempozuelos;2020/06/09 07:00:00;;8,13;;12,2;267;1085,72;409
Cobeña;2020/06/09 07:00:00;;0;;26,93;88;1184,71;416
Colmenar del Arroyo;2020/06/09 07:00:00;;0;;57,97;53;3072,46;421
Colmenar de Oreja;2020/06/09 07:00:00;;0;;12,45;28;348,61;437
Colmenarejo;2020/06/09 07:00:00;;0;;0;50;547,65;442
Colmenar Viejo;2020/06/09 07:00:00;;1,97;8;15,76;492;969,42;455
Collado Mediano;2020/06/09 07:00:00;;0;;0;33;474,27;468
Collado Villalba;2020/06/09 07:00:00;;4,71;15;23,56;558;876,27;474
Corpa;2020/06/09 07:00:00;;0;;0;6;841,51;480
Coslada;2020/06/09 07:00:00;;4,9;24;29,39;863;1056,81;493
Cubas de la Sagra;2020/06/09 07:00:00;;0;;0;30;467,8;506
Chapinería;2020/06/09 07:00:00;;42,96;;42,96;8;343,64;513
Chinchón;2020/06/09 07:00:00;;0;;37,52;31;581,5;528
Daganzo de Arriba;2020/06/09 07:00:00;;0;;0;45;440,96;534
El Escorial;2020/06/09 07:00:00;;0;;24,75;146;903,35;549
Estremera;2020/06/09 07:00:00;;0;;0;10;793,65;552
Fresnedillas de la Oliva;2020/06/09 07:00:00;;0;;0;9;572,52;565
Fresno de Torote;2020/06/09 07:00:00;;0;;0;14;630,35;571
Fuenlabrada;2020/06/09 07:00:00;8;4,13;26;13,42;1659;856,48;587
Fuente el Saz de Jarama;2020/06/09 07:00:00;;0;;0;40;597,37;590
Fuentidueña de Tajo;2020/06/09 07:00:00;;0;;48,71;19;925,47;604
Galapagar;2020/06/09 07:00:00;;0;;8,89;294;871,32;611
Garganta de los Montes;2020/06/09 07:00:00;;0;;0;;288,18;626
Gargantilla del Lozoya y Pinilla de Buitrago;2020/06/09 07:00:00;;0;;0;;949,37;632
Gascones;2020/06/09 07:00:00;;0;;0;;0;647
Getafe;2020/06/09 07:00:00;17;9,27;67;36,54;1534;836,54;650
Griñón;2020/06/09 07:00:00;;9,69;;29,07;111;1075,69;663
Guadalix de la Sierra;2020/06/09 07:00:00;;0;;16,09;53;852,91;679
Guadarrama;2020/06/09 07:00:00;;12,48;;18,71;233;1453,34;685
La Hiruela;2020/06/09 07:00:00;;0;;1754,39;;3508,77;698
Horcajo de la Sierra-Aoslos;2020/06/09 07:00:00;;0;;689,66;;2758,62;702
Horcajuelo de la Sierra;2020/06/09 07:00:00;;0;;0;;0;719
Hoyo de Manzanares;2020/06/09 07:00:00;;11,86;;23,71;44;521,7;724
Humanes de Madrid;2020/06/09 07:00:00;;0;10;50,65;136;688,85;730
Leganés;2020/06/09 07:00:00;28;14,75;104;54,78;3275;1724,95;745
Loeches;2020/06/09 07:00:00;;11,38;;11,38;51;580,14;758
Lozoya;2020/06/09 07:00:00;;0;;0;;172,12;761
Madarcos;2020/06/09 07:00:00;;0;;0;;0;783
Majadahonda;2020/06/09 07:00:00;;5,57;19;26,45;622;865,98;800
Manzanares El Real;2020/06/09 07:00:00;;0;;11,31;46;520,36;822
Meco;2020/06/09 07:00:00;;6,99;;20,97;145;1013,63;838
Mejorada del Campo;2020/06/09 07:00:00;;4,3;;4,3;193;829,25;843
Miraflores de la Sierra;2020/06/09 07:00:00;;0;;0;39;638,51;856
El Molar;2020/06/09 07:00:00;;0;;11,19;41;458,72;869
Los Molinos;2020/06/09 07:00:00;;0;;22,78;54;1230,35;875
Montejo de la Sierra;2020/06/09 07:00:00;;0;;0;;283,29;881
Moraleja de Enmedio;2020/06/09 07:00:00;;0;;38,94;30;584,11;894
Moralzarzal;2020/06/09 07:00:00;;7,68;;30,71;80;614,16;908
Morata de Tajuña;2020/06/09 07:00:00;;26,03;9;117,14;106;1379,67;915
Móstoles;2020/06/09 07:00:00;24;11,47;63;30,12;2274;1087,08;920
Navacerrada;2020/06/09 07:00:00;;0;;33,65;19;639,3;936
Navalafuente;2020/06/09 07:00:00;;0;;69,01;8;552,1;941
Navalagamella;2020/06/09 07:00:00;;0;;38,31;8;306,51;954
Navalcarnero;2020/06/09 07:00:00;6;20,48;33;112,64;221;754,32;967
Navarredonda y San Mamés;2020/06/09 07:00:00;;0;;0;;775,19;973
Navas del Rey;2020/06/09 07:00:00;;0;;68,54;82;2810,14;992
Madrid-Centro;2020/06/09 07:00:00;20;14,83;37;27,44;1236;916,59;79601
Madrid-Arganzuela;2020/06/09 07:00:00;6;3,9;57;37,06;1731;1125,47;79602
Madrid-Retiro;2020/06/09 07:00:00;26;21,79;63;52,8;1634;1369,46;79603
Madrid-Salamanca;2020/06/09 07:00:00;;1,37;16;10,95;1746;1195,04;79604
Madrid-Chamartín;2020/06/09 07:00:00;10;6,86;39;26,74;1785;1223,87;79605
Madrid-Tetuán;2020/06/09 07:00:00;7;4,43;31;19,62;2215;1401,69;79606
Madrid-Chamberí;2020/06/09 07:00:00;17;12,2;45;32,29;1708;1225,44;79607
Madrid-Fuencarral-El Pardo;2020/06/09 07:00:00;11;4,47;49;19,92;3234;1314,96;79608
Madrid-Moncloa-Aravaca;2020/06/09 07:00:00;7;5,86;28;23,45;1533;1283,72;79609
Madrid-Latina;2020/06/09 07:00:00;27;11,33;86;36,1;2982;1251,79;79610
Madrid-Carabanchel;2020/06/09 07:00:00;19;7,51;80;31,61;2883;1139,08;79611
Madrid-Usera;2020/06/09 07:00:00;9;6,44;24;17,17;1469;1051,23;79612
Madrid-Puente de Vallecas;2020/06/09 07:00:00;24;10,22;88;37,47;3242;1380,41;79613
Madrid-Moratalaz;2020/06/09 07:00:00;20;21,15;87;92;1462;1545,94;79614
Madrid-Ciudad Lineal;2020/06/09 07:00:00;11;5,09;51;23,58;2373;1097,17;79615
